trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHT3,BRNHT3,BRNLEV3,PLTHT6,BRNHT6,BRNLEV6,PLTHT9,BRNHT9,BRNLEV9,CHL3,CHL6,CHL9,CHL12,ANGBR9,STMDI9,PPSTD9
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1364P0018_2069,TMS18F1364P0018,2069,23,,2,23,19,7,86,20.5,39.6,33.87,20.8,39.6,13.41,20.5,0.66,0.77,0.83,0.87,,113,,,177,,,241,,,51.67,51.17,51.57,51.6,76.67,24.33,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA980581_2070,IITA-TMS-IBA980581,2070,23,1,2,23,20,8,48,17,22.21,31.66,17.86,22.21,7.03,17,0.57,0.76,0.84,0.83,1,130,,,216,,,250,,,47.57,45.47,42.03,42.23,0,29.81,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1338P0099_2071,TMS18F1338P0099,2071,23,,2,23,21,7,38,13.4,20.6,34.95,22.23,20.6,7.2,13.4,0.61,0.74,0.84,0.87,,115,,,225,,,209,,,48.93,47.2,49.5,48.2,99.28,22.64,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1328P0032_2072,TMS18F1328P0032,2072,23,,2,23,22,8,49,21.3,23.85,36.05,23.7,23.85,8.6,21.3,0.53,0.81,0.85,0.85,,102,,,169,,,175,,,48.77,45.27,47.23,44.23,0,24.01,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1120P0006_2073,TMS18F1120P0006,2073,23,,2,23,23,7,52,16.5,26.37,33.71,20.58,26.37,8.89,16.5,0.62,0.76,0.87,0.85,,114,,,149,,,218,169,3,43.73,45.17,40.9,44.83,96.8,23.92,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1092P0016_2074,TMS18F1092P0016,2074,23,,2,23,24,5,27,12.6,9.45,,,9.45,,12.6,0.43,0.79,0.77,0.82,5,106,,,136,93,3,135,90,2.6,49.23,45.57,51.4,53.93,105.5,26.81,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1424P0021_2075,TMS18F1424P0021,2075,23,,2,23,25,8,64,36.85,32.75,31.43,17.55,32.75,10.29,36.85,0.47,0.81,0.88,0.84,2,155,,,220,,,279,230,2.8,49.73,49.03,48.9,48.57,76.88,34.95,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1364P0027_2076,TMS18F1364P0027,2076,24,,2,24,25,1,7,4.5,3.25,,,3.25,,4.5,0.42,0.72,0.59,0.9,1,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1209P0015_2077,TMS18F1209P0015,2077,24,,2,24,24,8,63,15.2,29.05,32.09,18.43,29.05,9.32,15.2,0.66,0.81,0.88,0.84,,123,,,194,,,242,213,3,54.67,49.9,51.6,55.23,99.25,23.07,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1287P0039_2078,TMS18F1287P0039,2078,24,,2,24,23,9,77,21.24,32.75,36.36,24.11,32.75,11.91,21.24,0.61,0.77,0.87,0.85,,122,,,189,113,2.4,145,,,50.23,49.5,49.03,52.23,85.2,29.49,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1265P0030_2079,TMS18F1265P0030,2079,24,,2,24,22,3,10,2,4.45,,,4.45,,2,0.69,0.61,0.79,0.9,,58,,,88,,,139,,,46.53,47.93,39.47,47.83,0,,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0153_2080,TMS18F1344P0153,2080,24,,2,24,21,9,60,34.6,37.2,34.45,21.57,37.2,12.82,34.6,0.52,0.77,0.88,0.84,1,122,,,184,,,230,191,2.6,47.67,49.57,51.73,56.67,100.3,30.92,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0131_2081,TMS18F1348P0131,2081,24,,2,24,20,4,31,16.05,14.65,36.58,24.41,14.65,5.36,16.05,0.48,0.79,0.87,0.85,2,127,,,193,,,,,,51.5,49.63,50.67,50.13,69.75,,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1349P0157_2082,TMS18F1349P0157,2082,24,,2,24,19,9,68,33.6,41.5,36.81,24.72,41.5,15.28,33.6,0.55,0.76,0.86,0.91,,118,,,179,,,210,110,2.4,51.4,49.07,51.83,57.07,76.31,28.65,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1347P0029_2083,TMS18F1347P0029,2083,24,,2,24,18,9,99,33.7,47.53,39.48,28.27,47.53,18.76,33.7,0.59,0.8,0.88,0.85,,142,,,216,,,271,,,49.8,50.17,50.9,49.43,95.57,27.13,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0100_2084,TMS18F1344P0100,2084,24,,2,24,17,8,78,20.45,33.4,32.12,18.46,33.4,10.73,20.45,0.62,0.85,0.89,0.9,,102,,,169,103,2.6,234,130,2.4,52.73,50.03,47.87,53.2,79.97,28.68,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1469P0062_2085,TMS18F1469P0062,2085,24,,2,24,16,10,60,28.45,33.45,32.92,19.54,33.45,11.01,28.45,0.54,0.83,0.89,0.87,1,137,,,,,,232,,,51.57,47.97,47.37,45.3,0,23.89,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1341P0037_2086,TMS18F1341P0037,2086,24,,2,24,15,9,63,18.85,28.76,31.06,17.06,28.76,8.93,18.85,0.6,0.75,0.89,0.82,,124,,,,,,250,,,46.2,50.43,49.33,48.43,91.32,23.13,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1350P0065_2087,TMS18F1350P0065,2087,24,,2,24,14,6,59,10.65,25.36,36.85,24.77,25.36,9.35,10.65,0.7,0.72,0.86,0.86,,101,,,202,,,168,95,2.4,50.1,49.1,51.27,54.6,84.94,20.15,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA000070_2088,IITA-TMS-IBA000070,2088,24,1,2,24,13,9,50,27.7,47.55,34.26,21.32,47.55,16.29,27.7,0.63,0.78,0.88,0.81,,111,,,144,90,2.6,241,,,52.8,49.9,51.8,54.97,82.86,30.01,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1138P0028_2089,TMS18F1138P0028,2089,24,,2,24,12,8,66,13.85,27.05,33.72,20.59,27.05,9.12,13.85,0.66,0.67,0.82,0.84,,123,,,195,,,189,,,49,49.3,48.07,53.13,0,23.32,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1047P0049_2090,TMS18F1047P0049,2090,24,,2,24,11,8,63,11.64,19.2,33.07,19.73,19.2,6.35,11.64,0.62,0.74,0.84,0.86,1,121,,,162,,,189,,,48.63,47.4,50.2,49.33,0,17,3.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0157_2091,TMS18F1348P0157,2091,24,,2,24,10,9,58,17,33.25,36.82,24.73,33.25,12.24,17,0.66,0.76,0.89,0.89,,103,,,158,,,179,141,2.6,50.9,48.3,51.53,53.07,87.01,18.7,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1180P0033_2092,TMS18F1180P0033,2092,24,,2,24,9,5,38,29.4,19.6,32.6,19.11,19.6,6.39,29.4,0.4,0.79,0.88,0.9,1,116,84,2.6,151,,,191,113,2,51.4,45.6,44.23,41.83,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1319P0033_2093,TMS18F1319P0033,2093,24,,2,24,8,10,100,24.35,32.5,36.66,24.51,32.5,11.91,24.35,0.57,0.77,0.89,0.86,,113,,,172,86,2.8,233,113,2.6,52.67,48.87,50.83,51.87,78.04,24.67,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1042P0009_2094,TMS18F1042P0009,2094,24,,2,24,7,4,40,26.5,23,36.23,23.93,23,8.33,26.5,0.46,0.78,0.88,0.88,1,110,,,211,96,3,,,,47.2,47.1,50.7,50.8,99.55,40.88,1
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1306P0135_2095,TMS18F1306P0135,2095,24,,2,24,6,2,15,5.55,7.5,,,7.5,,5.55,0.57,0.76,0.85,0.82,1,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1056P0019_2096,TMS18F1056P0019,2096,24,,2,24,5,3,22,17.2,23.29,35.96,23.58,23.29,8.37,17.2,0.58,0.8,0.85,0.86,2,135,,,,,,,,,51.97,50.37,51.83,54.47,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1217P0095_2097,TMS18F1217P0095,2097,24,,2,24,4,8,119,27.8,41.45,33.84,20.75,41.45,14.03,27.8,0.6,0.75,0.88,0.86,,123,,,193,,,227,164,3.4,51.43,49.4,47.57,50.97,88.02,32.34,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1060P0067_2098,TMS18F1060P0067,2098,24,,2,24,3,10,50,12.9,26.55,35.42,22.86,26.55,9.4,12.9,0.67,0.75,0.81,0.88,,105,,,124,,,161,,,49.1,47.97,47.97,51.23,0,18.03,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1163P0035_2099,TMS18F1163P0035,2099,24,,2,24,2,9,58,12.38,49.1,29.55,15.05,49.1,14.51,12.38,0.8,0.75,0.84,0.86,,76,41,2,124,57,2,145,57,2.2,49.57,46.2,47.17,48.1,95.84,21.29,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1047p0012_2100,TMS18F1047p0012,2100,24,,2,24,1,10,68,16.75,29.8,34.14,21.16,29.8,10.17,16.75,0.64,0.78,0.87,0.88,,105,,,162,,,188,148,2.8,47.57,48.8,50.93,47.07,94.96,26.53,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1069P0033_2101,TMS18F1069P0033,2101,25,,2,25,1,9,60,16.95,24.1,36.34,24.08,24.1,8.76,16.95,0.59,0.83,0.81,0.9,1,86,,,126.4,,,173,135,3.2,50,43.9,50.7,48.37,92.25,18.28,3.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1282P0049_2102,TMS18F1282P0049,2102,25,,2,25,2,5,41,2.3,11.7,35.36,22.77,11.7,4.14,2.3,0.84,0.68,0.8,0.88,,96,,,163,,,164,,,50.27,44.3,51.3,49.33,0,28.93,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1083P0028_2103,TMS18F1083P0028,2103,25,,2,25,3,9,85,13.08,33.15,34.46,21.58,33.15,11.42,13.08,0.72,0.79,0.87,0.87,1,115,,,177,,,211,,,49.17,46.23,47.73,52.5,0,20.27,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1262P0015_2104,TMS18F1262P0015,2104,25,,2,25,4,8,58,20.1,41.5,33.99,20.96,41.5,14.11,20.1,0.67,0.78,0.87,0.88,1,121,,,164,83,2.6,213,100,2.4,49.77,48.7,45.03,49.83,96.47,28.8,1.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1343P0019_2105,TMS18F1343P0019,2105,25,,2,25,5,6,41,10.25,13.4,33.07,19.73,13.4,4.43,10.25,0.57,0.67,0.83,0.85,1,88,,,148,,,195,,,49.1,47.27,48.5,48.2,0,18.02,4.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1333P0012_2106,TMS18F1333P0012,2106,25,,2,25,6,9,48,18.55,27.07,30.67,16.54,27.07,8.3,18.55,0.59,0.73,0.83,0.88,1,110,,,153,,,225,,,47.1,45.97,46.47,48.6,0,25.51,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0133_2107,TMS18F1344P0133,2107,25,,2,25,7,9,75,21.23,29.2,34.83,22.07,29.2,10.17,21.23,0.58,0.79,0.88,0.89,,112,,,196,,,268,,,50.5,49.07,50.87,49.37,0,22.93,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1338P0116_2108,TMS18F1338P0116,2108,25,,2,25,8,8,69,19.2,28,35.25,22.64,28,9.87,19.2,0.59,0.82,0.88,0.83,1,109,,,178,,,229,147,2.2,53.63,49.73,52.53,51.6,103.84,22.99,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1562P0055_2109,TMS18F1562P0055,2109,25,,2,25,9,9,73,17.85,20.1,32.2,18.57,20.1,6.47,17.85,0.53,0.74,0.87,0.85,,107,,,145,,,188,109,2.6,47.87,47.77,46.4,54.17,81.38,22.78,4.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMEB419_2110,TMEB419,2110,25,1,2,25,10,3,13,8.09,10.18,36.25,23.97,10.18,3.69,8.09,0.56,0.67,0.87,0.84,1,125,,,,,,,,,55.27,48.63,52,56.67,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1287P0029_2111,TMS18F1287P0029,2111,25,,2,25,11,9,66,14.75,28.65,35.16,22.52,28.65,10.07,14.75,0.66,0.8,0.87,0.86,,126,,,176,,,220,,,51.2,47.57,50.53,48.13,0,21.34,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1179P0008_2112,TMS18F1179P0008,2112,25,,2,25,12,9,91,23.45,39.4,35.34,22.75,39.4,13.92,23.45,0.63,0.74,0.88,0.87,2,110,,,161,,,231,149,3,46.5,46.4,49.43,49.1,89.77,24.9,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1377P0007_2113,TMS18F1377P0007,2113,25,,2,25,13,7,57,11.25,24.05,34.59,21.75,24.05,8.32,11.25,0.68,0.77,0.8,0.89,,122,,,166,126,3.2,157,,,53,48.27,50.7,50.4,89.35,22.34,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA980581_2114,IITA-TMS-IBA980581,2114,25,1,2,25,14,7,39,15.2,18.15,32.04,18.36,18.15,5.81,15.2,0.54,0.77,0.84,0.82,4,126,,,168,,,181,,,45.23,40.93,40.9,43.83,0,28.38,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1165P0008_2115,TMS18F1165P0008,2115,25,,2,25,15,6,42,22.7,17.1,36.88,24.81,17.1,6.31,22.7,0.43,0.85,0.88,0.9,,149,,,199,132,2.8,228,,,53.63,48.3,50.67,49.37,86.73,29.17,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1489P0038_2116,TMS18F1489P0038,2116,25,,2,25,16,8,65,20.14,18.95,31.48,17.62,18.95,5.97,20.14,0.48,0.76,0.89,0.88,,102,,,153,94,3.2,203,100,2.6,49.23,49.73,44.77,52.33,87.04,30.38,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1308P0077_2117,TMS18F1308P0077,2117,25,,2,25,17,9,68,26.2,32.45,38.86,27.44,32.45,12.61,26.2,0.55,0.82,0.89,0.89,,118,,,155,84,3.2,211,100,2.6,43,42.07,38.67,41.07,80.45,29.41,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1280P0126_2118,TMS18F1280P0126,2118,25,,2,25,18,6,32,10.25,18.25,36.46,24.25,18.25,6.65,10.25,0.64,0.73,0.87,0.83,,87,,,131,,,158,101,2.4,47.6,46.9,43.73,52.17,94.81,20.48,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1278P0068_2119,TMS18F1278P0068,2119,25,,2,25,19,3,14,7.1,9.5,32.69,19.22,9.5,3.11,7.1,0.57,0.75,0.87,0.88,2,108,,,,,,,,,54.13,43.37,49.47,56.07,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1343P0153_2120,TMS18F1343P0153,2120,25,,2,25,20,4,38,13.6,21.4,35.68,23.21,21.4,7.64,13.6,0.61,0.79,0.88,0.8,,102,,,174,,,,,,50.1,46.67,49.33,53.73,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA30572_2121,IITA-TMS-IBA30572,2121,25,1,2,25,21,4,47,19.2,21.25,36.76,24.65,21.25,7.81,19.2,0.53,0.83,0.87,0.83,1,117,,,172,,,248,175,3,48.73,45.37,46.93,46.7,76.84,23.76,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1065P0037_2122,TMS18F1065P0037,2122,25,,2,25,22,3,20,7.3,14.7,35.49,22.96,14.7,5.22,7.3,0.67,0.79,0.85,0.84,,94,,,141,,,198,,,51.83,47.53,50.4,53.73,51.55,20.89,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1302P0018_2123,TMS18F1302P0018,2123,25,,2,25,23,7,56,12.85,31.6,33.87,20.8,31.6,10.7,12.85,0.71,0.83,0.87,0.9,,114,,,175,,,236,,,51.53,50.13,50.67,53.67,0,22.23,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1280P0136_2124,TMS18F1280P0136,2124,25,,2,25,24,2,9,2.4,6.55,31.48,17.61,6.55,2.06,2.4,0.73,0.69,0.84,0.77,3,83,,,147,100,3,,,,49.4,48.73,46.13,49.43,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1127P0011_2125,TMS18F1127P0011,2125,25,,2,25,25,6,33,9.3,17.5,29.85,15.44,17.5,5.22,9.3,0.65,0.81,0.84,0.83,,130,93,2.8,139,,,166,90,2.6,50.2,47.43,49.07,51.17,83.35,,1.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1076P0106_2126,TMS18F1076P0106,2126,26,,2,26,25,4,15,4.02,5.9,,,5.9,,4.02,0.59,0.68,0.83,0.83,1,112,,,171,,,173,,,53.37,49.27,51.67,55.67,0,20.81,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1003P0009_2127,TMS18F1003P0009,2127,26,,2,26,24,7,55,18.2,24.45,35.59,23.08,24.45,8.7,18.2,0.57,0.87,0.87,0.84,,125,76,3,161,84,2.8,174,95,2.6,48.43,49,51.13,55.63,85.18,30.54,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1323p0025_2128,TMS18F1323p0025,2128,26,,2,26,23,7,75,20.16,25.25,37.27,25.32,25.25,9.41,20.16,0.56,0.75,0.88,0.85,,115,,,167,97,3.2,208,87,3,50.6,47.3,49.87,50.2,86.63,31.08,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1353P0023_2129,TMS18F1353P0023,2129,26,,2,26,22,3,16,5.08,6.2,32.46,18.92,6.2,2.01,5.08,0.55,0.66,0.87,0.88,4,72,,,103,,,,,,48.77,49.2,50.9,53.5,78.78,25.76,1.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1320P0101_2130,TMS18F1320P0101,2130,26,,2,26,21,4,38,20.36,22.45,36.24,23.96,22.45,8.14,20.36,0.52,0.78,0.88,0.87,,91,48,2,144,62,2.2,,,,48.67,48.53,46.63,49.7,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1179P0029_2131,TMS18F1179P0029,2131,26,,2,26,20,8,37,15.5,20.9,33.88,20.81,20.9,7.08,15.5,0.57,0.77,0.87,0.87,1,103,,,153,,,175,,,49,48.17,49.63,45.7,0,18.74,3.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1291P0026_2132,TMS18F1291P0026,2132,26,,2,26,19,11,98,22.35,23.3,30.33,16.08,23.3,7.07,22.35,0.51,0.79,0.88,0.85,,172,,,230,,,263,,,53.23,49.27,51.8,50.6,0,27.53,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1319P0159_2133,TMS18F1319P0159,2133,26,,2,26,18,10,96,30.48,40.55,33.79,20.69,40.55,13.7,30.48,0.57,0.77,0.88,0.86,1,131,,,199,,,250,162,2.8,49.83,50.73,49.87,51.7,101.75,23.61,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA982101_2134,IITA-TMS-IBA982101,2134,26,1,2,26,17,3,35,13.25,20.08,34.58,21.74,20.08,6.94,13.25,0.6,0.78,0.87,0.88,1,107,80,2.8,,,,,,,42.43,41.07,34.67,38.1,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1277P0045_2135,TMS18F1277P0045,2135,26,,2,26,16,5,32,40.15,26.4,31.66,17.86,26.4,8.36,40.15,0.4,0.66,0.89,0.89,,,,,194,104,2.8,,,,53.3,50.23,51.57,53.4,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1305P0019_2136,TMS18F1305P0019,2136,26,,2,26,15,9,74,35.7,33.2,33.33,20.08,33.2,11.07,35.7,0.48,0.81,0.88,0.85,,147,,,219,127,3,303,151,3,51.6,51.07,49.37,50.47,79.75,34.86,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1389P0021_2137,TMS18F1389P0021,2137,26,,2,26,14,4,34,31.3,23.05,37.79,26.01,23.05,8.71,31.3,0.42,0.81,0.88,0.88,1,,,,,,,,,,53.67,49.33,50.8,53.97,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1295P0030_2138,TMS18F1295P0030,2138,26,,2,26,13,3,31,11.3,17.4,36.18,23.87,17.4,6.29,11.3,0.61,0.78,0.86,0.81,1,128,,,176,,,225,119,3,51.7,50.77,50.47,57.1,94.93,31.12,1
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1191P0002_2139,TMS18F1191P0002,2139,26,,2,26,12,8,67,26.8,30.27,32.79,19.36,30.27,9.93,26.8,0.53,0.8,0.88,0.89,,83,,,159,,,208,121,3,47.1,44.83,46.43,44.1,,31.28,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1217P0091_2140,TMS18F1217P0091,2140,26,,2,26,11,2,24,34.55,18.75,29.78,15.35,18.75,5.58,34.55,0.35,0.71,0.88,0.9,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1058P0019_2141,TMS18F1058P0019,2141,26,,2,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1305P0031_2142,TMS18F1305P0031,2142,26,,2,26,9,4,45,14.2,25.3,35.29,22.69,25.3,8.93,14.2,0.64,0.68,0.86,0.8,2,111,,,154,,,194,120,2.4,51.43,50.97,51.73,53.73,88.39,26.94,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1327P0006_2143,TMS18F1327P0006,2143,26,,2,26,8,9,22,15.3,11.12,32.46,18.92,11.12,3.61,15.3,0.42,0.78,0.83,0.87,,92,,,152,,,190,,,53.1,51.6,50.83,50.1,0,19.65,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1395P0038_2144,TMS18F1395P0038,2144,26,,2,26,7,4,39,11.02,20,33.36,20.11,20,6.67,11.02,0.64,0.71,0.85,0.87,,,,,,,,,,,51.53,51.23,51.03,54.03,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0147_2145,TMS18F1344P0147,2145,26,,2,26,6,5,31,21.6,12.15,37.32,25.4,12.15,4.53,21.6,0.36,0.8,0.88,0.87,2,88,,,167,,,222,192,2.6,53.03,51.17,52.1,55.73,93.15,29.39,2.6
