Genotypes,Replication,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
TMS18F1308P0114,1,2,3,197,5,20,13.59,2,96.13,18.67,2,10.4,12.05,115,159,12.05,3.43,10.4,0.54,28.46,118
TMS18F1127P0010,1,2,3,233,9,112,25.23,3,90.864,30.65,2,40.3,52.9,112,189,52.9,19.68,40.3,0.57,37.20,
TMS18F1324P0093,1,1,2,139,7,60,21.88,3,90.392,27.50,2,10.7,21.5,103,126.6,21.5,7.46,10.7,0.67,34.69,
IITA-TMS-IBA982101,1,1,2,204,9,93,21.60,2,96.97,28.58,2,30.2,37.4,96,142,37.4,12.89,30.2,0.55,34.47,101
TMS18F1337P0044,1,,2,165,9,72,22.52,3,78.47,23.24,2,8.75,29.38,118,141,29.38,10.33,8.75,0.77,35.16,
TMS18F1338P0099,1,,,209,9,72,24.19,1,,19.62,3,16.9,28.3,,152,28.3,10.31,16.9,0.63,36.42,
TMS18F1348P0039,1,1,,,2,13,18.32,2,,,,1.02,7.9,,,7.9,2.53,1.02,0.89,32.01,
TMS18F1350P0091,1,,3,154,9,70,24.19,3,100.094,21.57,2,18.1,22.3,84,118,22.3,8.12,18.1,0.55,36.42,
TMS18F1107P0020,1,,,244,9,113,14.47,3,92.534,24.54,3,34.85,31.05,,185,31.05,9.04,34.85,0.47,29.12,
TMS18F1371P0001,1,,2,184,9,73,20.64,3,98.27,24.10,2,12.6,25.6,131,140,25.6,8.64,12.6,0.67,33.75,
TMS18F1303P0027,1,,2,220,9,117,23.62,3,101.386,21.54,3,36.85,36.7,100,156,36.7,13.21,36.85,0.50,35.99,86
TMS18F1469P0062,1,,,207,7,52,15.52,1,,21.24,3,13.3,23.4,,178,23.4,7.00,13.3,0.64,29.91,
TMS18F1333p0013,1,,,144,8,67,22.06,3,88.3,17.86,2,9.85,24.05,,121,24.05,8.37,9.85,0.71,34.82,
TMS18F1280P0057,1,2,3,203,8,54,24.12,3,89.026,30.33,2,27.85,29.9,115,171,29.9,10.87,27.85,0.52,36.36,
TMS18F1309P0074,1,,,181,7,42,12.53,1,,16.49,2,9.95,16.7,,141,16.7,4.62,9.95,0.63,27.66,
TMS18F1395P0055,1,,3,149,9,84,25.85,3,86.124,21.84,2,16.55,35.5,81,134,35.5,13.37,16.55,0.68,37.67,57
TMS18F1447P0045,1,1,,,4,24,17.68,2,,,,11.85,16.9,,,16.9,5.33,11.85,0.59,31.53,
TMS18F1076P0112,1,4,2,174,7,64,25.33,2,83.88,18.20,2,25.35,27.35,95,132,27.35,10.19,25.35,0.52,37.27,
TMS18F1055P0044,1,4,3,225,7,56,21.69,3,79.932,23.72,2,29.75,14.6,107,175,14.6,5.04,29.75,0.33,34.54,87
TMS18F1506P0018,1,,3,242,10,92,20.49,3,91.11,27.31,3,24.41,34.26,189,172,34.26,11.52,24.41,0.58,33.64,
IITA-TMS-IBA980581,1,,,,6,53,20.38,1,,28.61,2,25.1,23.5,,175,23.5,7.89,25.1,0.48,33.55,
TMS18F1295P0034,1,1,,,1,1,,2,,,,8.7,4.05,,,4.05,,8.7,0.32,,
TMS18F1302P0018,1,,,216,9,60,21.17,1,,20.87,2,12.01,36.9,,164,36.9,12.60,12.01,0.75,34.15,
TMS18F1132P0083,1,,,221,5,59,23.64,2,73.8,21.38,3,11.45,16.35,,188,16.35,5.89,11.45,0.59,36.00,
TMS18F1476P0047,1,,3,217,9,110,17.59,3,89.11,22.43,2,27.55,53.51,135,179,53.51,16.83,27.55,0.66,31.46,
TMS18F1048P0023,1,1,,,,,,1,,,,,,,,,,,,,
TMS18F1391P0004,1,,,177,9,76,22.53,1,,18.16,3,12.75,29.7,,144,29.7,10.45,12.75,0.70,35.17,
TMS18F1324P0089,1,,,151,9,38,17.39,1,,18.33,3,11.3,13.5,,141,13.5,4.23,11.3,0.54,31.31,
IITA-TMS-IBA000070,1,,,182,9,86,20.70,2,86.75,18.90,2,18.85,29.65,,144,29.65,10.02,18.85,0.61,33.80,
TMS18F1395P0038,1,,,180.4,9,66,23.51,1,,20.62,3,18.75,27.02,,167,27.02,9.70,18.75,0.59,35.91,
TMS18F1395P0010,1,2,,221,9,64,16.83,3,90.01,24.63,2,20.1,38.6,,176,38.6,11.92,20.1,0.66,30.89,
TMS18F1138P0035,1,3,,127,4,24,23.26,2,60.55,13.20,3,2.5,7.85,,110,7.85,2.80,2.5,0.76,35.72,
TMS18F1306P0149,1,8,2,187,6,41,23.81,2,,22.18,,16.55,15.7,103,182,15.7,5.67,16.55,0.49,36.13,109
TMS18F1280P0136,1,2,3,174,4,30,16.21,2,118.47,20.42,2,6.4,13.3,117,128,13.3,4.05,6.4,0.68,30.43,
TMS13F1160P0004,1,2,,190,9,45,26.67,2,88.01,21.78,3,25.2,34.78,,139,34.78,13.31,25.2,0.58,38.28,
NR130124,1,,,202,6,36,15.51,1,,28.11,2,21.56,33.5,,127,33.5,10.02,21.56,0.61,29.90,
TMS13F1307P0016,1,,3,181,9,74,22.46,3,108.642,25.29,2,15.15,42.55,106,131,42.55,14.94,15.15,0.74,35.12,87
TMS13F1020P0001,1,1,2,160,7,52,20.59,3,73.62,17.80,2,12.75,32.5,71,121,32.5,10.96,12.75,0.72,33.72,
TMS13F1343P0022,1,,3,181,8,84,22.34,3,81.814,18.64,2,15.6,38.6,131,132,38.6,13.52,15.6,0.71,35.03,
IITA-TMS-IBA000070,1,,,248,8,59,19.50,2,79.468,21.74,3,21.25,40.72,,174,40.72,13.39,21.25,0.66,32.89,
TMS13F1343P0044,1,,,190,9,74,21.87,1,,18.14,4,17.55,30.6,,137,30.6,10.61,17.55,0.64,34.67,
TMS18F1334P0003,1,1,,204,10,68,24.78,2,104.92,22.52,2,12.3,28.25,,135,28.25,10.41,12.3,0.70,36.86,
TMS18F1318P0054,1,1,,243,11,78,25.95,1,,22.57,2,24.15,35.29,,,35.29,13.32,24.15,0.59,37.74,
TMS18F1323P0041,1,,,170,9,60,13.65,3,68.83,17.25,3,10.15,24.5,,122,24.5,6.98,10.15,0.71,28.50,
TMS18F1329P0011,1,,,,2,20,25.42,3,,,,4.17,11.45,,,11.45,4.28,4.17,0.73,37.34,
TMS18F1225P0030,1,1,3,209,7,64,24.14,3,89.07,32.94,1,47.45,36.42,121,182,36.42,13.25,47.45,0.43,36.38,118
IITA-TMS-IBA30572,1,1,,201,7,59,22.62,3,97.332,28.64,3,26.05,42.05,,200,42.05,14.82,26.05,0.62,35.24,
TMS18F1152P0003,1,,,,,,,,,,,,,,,,,,,,
TMS18F1038P0010,1,1,,162,8,66,16.34,3,100.636,19.41,2,16.75,35.05,,131,35.05,10.70,16.75,0.68,30.53,91
TMS18F1044P0013,1,,3,200,7,46,22.28,3,90.39,26.59,1,28.1,28.42,114,165,28.42,9.94,28.1,0.50,34.99,95
TMS18F1047p0012,1,,3,256,11,83,17.94,3,98.91,23.65,2,30.56,34.75,217,158,34.75,11.02,30.56,0.53,31.72,
TMS18F1178P0010,1,,3,212,9,123,23.41,3,101.33,20.18,3,17.25,35.2,115,149,35.2,12.61,17.25,0.67,35.83,
TMS18F1324P0046,1,,3,201,7,58,21.16,3,91.722,25.65,2,16,25.32,89,149,25.32,8.64,16,0.61,34.14,
TMS18F1348P0092,1,,3,148,9,71,25.47,3,90.502,20.81,2,11.25,42.75,102,111,42.75,15.98,11.25,0.79,37.38,
TMS18F1327P0006,1,,,196,7,44,23.91,1,,16.81,4,19.75,15,,,15,5.43,19.75,0.43,36.21,
TMS18F1365P0022,1,,,248,9,57,13.88,2,93.56,22.95,2,12,36.6,,190,36.6,10.49,12,0.75,28.67,
IITA-TMS-IBA980581,1,,,,10,75,15.77,1,,23.13,3,17.5,27.3,,175,27.3,8.22,17.5,0.61,30.10,
TMS18F1150P0011,1,1,,230,9,58,17.67,2,74.48,21.35,3,15.3,27.45,,176,27.45,8.65,15.3,0.64,31.52,
TMS18F1240P0026,1,2,3,180,10,122,23.41,2,101.3,19.54,3,20.25,45.15,138,173,45.15,16.18,20.25,0.69,35.83,138
TMS18F1278P0118,1,,3,188,9,99,19.06,3,103.544,20.55,2,13.7,33.5,124,175,33.5,10.91,13.7,0.71,32.56,113
TMS18F1313P0001,1,,2,203,10,58,25.14,2,61.37,27.90,3,24.3,25.3,146,146,25.3,9.39,24.3,0.51,37.13,
TMS18F1348P0113,1,2,,264,8,63,19.44,3,72.306,20.70,2,18.3,31.2,,173,31.2,10.25,18.3,0.63,32.85,
TMS18F1210P0021,1,,3,148,8,70,16.81,3,103.02,23.75,2,13.45,30.1,67,116,30.1,9.29,13.45,0.69,30.87,
TMS18F1307P0001,1,,,,3,22,15.89,3,,,,5.85,8.65,,108,8.65,2.61,5.85,0.60,30.18,58
TMS18F1063P0008,1,,,236,9,72,17.48,2,93.22,22.43,2,20.6,34.85,,168,34.85,10.93,20.6,0.63,31.38,
TMS18F1040P0044,1,3,2,187,8,35,18.73,2,62.908,21.73,,10.45,18.45,109,144,18.45,5.96,10.45,0.64,32.32,
TMS18F1314P0042,1,,2,178,9,90,23.01,2,104.918,18.42,3,29.5,45.85,122,142,45.85,16.29,29.5,0.61,35.53,
TMS18F1261P0005,1,2,3,168,9,63,22.64,3,104.804,23.52,2,15.45,28.2,106,151,28.2,9.94,15.45,0.65,35.25,
TMS18F1024P0020,1,1,2,178,9,58,13.14,2,85.954,21.70,2,15.06,49.25,128,131,49.25,13.85,15.06,0.77,28.12,
IITA-TMS-IBA982101,1,,3,207,6,52,21.33,2,96.57,30.86,2,23.6,26.72,104,161,26.72,9.16,23.6,0.53,34.27,93
TMS18F1202p0001,1,2,3,238,6,84,21.00,3,89.46,23.79,3,51.85,32.15,99,174,32.15,10.94,51.85,0.38,34.03,110
TMS18F1262P0015,1,3,,227,4,28,22.84,3,92.636,22.70,1,10.45,17.3,,184,17.3,6.13,10.45,0.62,35.41,128
TMS18F1298P0017,1,,3,214,8,62,21.38,2,80.782,26.88,2,18.35,26.8,138,152,26.8,9.19,18.35,0.59,34.30,
TMS18F1319P0159,1,,3,227,10,72,19.39,3,98.85,25.19,2,29.4,33.02,142,172,33.02,10.84,29.4,0.53,32.82,
TMS18F1424P0020,1,4,,193,9,39,9.36,1,,22.23,2,22.25,12.25,,144,12.25,3.10,22.25,0.36,25.28,
TMS18F1278P0165,1,1,2,158,7,60,17.20,2,77.45,20.29,2,10.95,17.25,105,116,17.25,5.38,10.95,0.61,31.17,
TMS18F1324P0092,1,,2,177,7,48,16.41,3,99.39,22.68,2,14.35,29.3,104,142,29.3,8.96,14.35,0.67,30.58,
TMS18F1348P0095,1,,,138,9,63,21.27,2,99.47,26.09,2,9.9,28.15,,123,28.15,9.63,9.9,0.74,34.23,
TMS18F1144P0010,1,2,,149,8,48,21.70,1,,18.81,3,10.4,24.55,,89,24.55,8.48,10.4,0.70,34.55,
TMS18F1355p0030,1,,,267,7,60,20.97,1,,20.98,2,23.55,26.2,,204,26.2,8.91,23.55,0.53,34.00,
TMS18F1073P0035,1,2,2,186,7,64,,2,74.41,21.01,2,16.35,35.06,56,140,35.06,,16.35,0.68,,75
TMEB419,1,1,,240,5,15,18.25,1,,22.11,3,18.9,24.15,,196,24.15,7.72,18.9,0.56,31.96,
TMS18F1350P0041,1,2,,177,8,56,25.65,3,91.47,29.42,2,20.9,33.69,,138,33.69,12.64,20.9,0.62,37.51,
TMS18F1305P0017,1,,3,186,7,65,24.12,3,89.348,25.42,1,21.05,13.7,82,150,13.7,4.98,21.05,0.39,36.36,89
TMS18F1380P0003,1,2,3,159,6,31,23.06,2,91.536,23.36,2,5.45,11.12,73,108,11.12,3.96,5.45,0.67,35.57,
TMS18F1326P0007,1,1,,,3,24,20.28,2,,,,5.35,10.95,,,10.95,3.67,5.35,0.67,33.48,
TMS18F1208P0007,2,,,144,4,39,20.13,3,90.26,22.46,2,10.05,17.4,,,17.4,5.81,10.05,0.63,33.37,
TMEB419,2,1,,264,6,24,22.16,1,,23.28,2,15.2,16.45,,196,16.45,5.74,15.2,0.52,34.90,
IITA-TMS-IBA30572,2,1,,,4,15,16.61,3,,,,10.95,9.45,,,9.45,2.90,10.95,0.46,30.72,
TMS18F1340P0001,2,,,188,6,40,16.91,3,,23.17,,18.35,13.55,,140,13.55,4.19,18.35,0.42,30.95,
IITA-TMS-IBA980581,2,1,,237,8,55,13.41,1,,29.08,2,19.5,25.25,,177,25.25,7.15,19.5,0.56,28.32,
TMS18F1539P0073,2,,,,,,,,,,,,,,,,,,,,
TMS18F1310P0168,2,1,,239,7,53,18.01,1,,25.24,2,23.75,17.05,,185,17.05,5.42,23.75,0.42,31.78,
TMS18F1338P0053,2,1,2,201,9,95,23.87,3,108.536,24.13,3,17.15,38.5,149,163,38.5,13.93,17.15,0.69,36.18,
TMS18F1320P0082,2,,,149,8,48,22.81,3,103.238,17.73,2,9.9,16.75,,108,16.75,5.93,9.9,0.63,35.38,
TMS18F1366P0014,2,1,2,203,7,65,21.52,3,97.39,28.49,2,27.72,23.45,117,143,23.45,8.07,27.72,0.46,34.41,118
TMS18F1355P0081,2,,3,193,11,91,24.50,3,92.12,20.47,3,28,50.45,146.6,152,50.45,18.49,28,0.64,36.65,
TMS18F1056P0016,2,2,2,197,4,30,17.58,3,83.76,24.57,2,11.65,15.25,125,178,15.25,4.80,11.65,0.57,31.45,120
TMS18F1271P0001,2,2,,,3,28,16.62,3,,,,11.9,12.1,,,12.1,3.72,11.9,0.50,30.73,
TMS18F1337P0049,2,1,,195,4,61,23.34,3,87.96,22.67,1,15.1,22.75,,127,22.75,8.14,15.1,0.60,35.78,
TMS18F1361P0041,2,1,2,240,6,52,19.06,2,83.644,27.10,3,16.3,18.23,187,227,18.23,5.94,16.3,0.53,32.56,194
TMS18F1028P0003,2,1,,226,7,56,22.36,2,94.184,29.94,2,32.25,40.29,,219,40.29,14.12,32.25,0.56,35.04,
TMS18F1305P0017,2,,3,190,9,112,24.41,3,84.86,24.00,2,21.85,33.2,93,187,33.2,12.14,21.85,0.60,36.58,
TMS18F1280P0091,2,,3,225,6,74,22.53,3,92.02,28.43,2,20.85,25.5,118,178,25.5,8.97,20.85,0.55,35.17,
TMS18F1059P0015,2,2,,193,7,69,23.43,3,103.824,25.15,2,20.3,29.55,,178,29.55,10.59,20.3,0.59,35.85,
TMS18F1348P0092,2,,3,150,9,121,25.41,3,92.556,21.74,2,15.2,39.75,85,121,39.75,14.84,15.2,0.72,37.34,
IITA-TMS-IBA982101,2,,2,198,6,48,20.73,2,,28.87,,18.5,19.85,108,145,19.85,6.71,18.5,0.52,33.82,70.4
TMS18F1134P0010,2,,3,209,10,136,22.96,3,69.996,23.40,3,32.04,42.75,133,166,42.75,15.17,32.04,0.57,35.49,101
TMS18F1210P0021,2,2,3,190,5,31,16.27,3,100.35,20.28,3,12.75,9.5,105,159,9.5,2.89,12.75,0.43,30.47,
TMS18F1324P0003,2,,,142,6,44,21.74,1,,14.37,3,11.23,16.25,,116,16.25,5.62,11.23,0.59,34.58,
TMS18F1344P0003,2,,,235,8,54,20.80,1,,22.33,2,12.5,20.55,,200,20.55,6.96,12.5,0.62,33.87,
TMS18F1348P0051,2,,,,3,27,16.20,3,,,,2.75,9.25,,175,9.25,2.81,2.75,0.77,30.42,94
TMS18F1324P0200,2,,3,180,7,66,19.06,3,103,24.87,2,19.25,23.05,87,161,23.05,7.51,19.25,0.54,32.56,78
TMS18F1324P0070,2,,3,165,6,59,22.77,3,110.44,18.16,3,7.75,21.5,116,154,21.5,7.60,7.75,0.74,35.36,
TMS18F1484P0036,2,,3,179,8,90,24.24,3,82.41,19.33,3,12.5,26.25,74,153,26.25,9.57,12.5,0.68,36.45,85
TMS18F1349P0149,2,,2,256,9,69,21.18,3,88.49,26.23,2,26.5,29.1,124,183,29.1,9.94,26.5,0.52,34.16,113
TMS18F1068P0077,2,,,,,,,,,,,,,,,,,,,,
TMS18F1268P0019,2,2,2,159,3,35,21.46,3,89.32,25.89,2,14,15.05,81,129,15.05,5.17,14,0.52,34.37,72
TMS18F1132P0144,2,4,,119,8,28,,2,93.18,14.16,3,3.45,2.25,,102,2.25,,3.45,0.39,,
TMS18F1076P0121,2,,3,229,4,38,23.83,1,68.442,22.13,2,10.15,13.3,200,182,13.3,4.81,10.15,0.57,36.15,
TMS18F1299P0005,2,,3,241,10,62,21.28,3,93.304,27.91,2,28.26,32.45,162,208,32.45,11.11,28.26,0.53,34.23,
TMS18F1324P0171,2,,,,,,,,,,,,,,,,,,,,
TMS18F1207P0008,2,1,2,215,8,65,22.81,2,76.12,34.13,2,38.75,40.05,97,143,40.05,14.17,38.75,0.51,35.38,65
TMS18F1309P0062,2,,3,214,9,64,24.24,3,95.95,26.82,2,20.5,32.5,111,171,32.5,11.85,20.5,0.61,36.45,
TMS18F1069P0023,2,,,279,8,69,24.94,1,,27.14,2,23.3,31.45,,200,31.45,11.63,23.3,0.57,36.98,
TMS18F1326P0007,2,1,,163,9,47,22.52,1,,17.65,3,8.4,13.15,,133,13.15,4.62,8.4,0.61,35.16,
TMS18F1343P0012,2,1,,186,5,19,20.88,1,,16.91,2,4.25,11.4,,149,11.4,3.87,4.25,0.73,33.94,
TMS18F1324P0089,2,,,167,7,32,18.71,1,,18.71,3,9.35,11.45,,144,11.45,3.70,9.35,0.55,32.30,
TMS13F1160P0004,2,4,3,207,11,62,24.13,3,82.146,28.10,2,27.25,37.4,112,154,37.4,13.60,27.25,0.58,36.37,
TMS18F1007P0004,2,2,3,223,8,54,21.59,3,94.73,26.83,2,25.26,34.1,104,187,34.1,11.75,25.26,0.57,34.47,111
TMS18F1306P0129,2,,,234,5,29,22.90,3,81.79,25.84,2,21.4,45.23,,194,45.23,16.03,21.4,0.68,35.45,
TMS18F1217P0121,2,,2,163,5,32,17.16,3,79.28,21.03,2,4.35,17.86,99,122,17.86,5.56,4.35,0.80,31.14,
IITA-TMS-IBA000070,2,1,,233,9,95,22.26,2,85,24.15,2,29.05,45.01,,187,45.01,15.74,29.05,0.61,34.97,
TMS18F1144P0010,2,,,153,7,63,20.79,1,,17.99,3,8.55,21.3,,112,21.3,7.21,8.55,0.71,33.87,
TMS18F1150P0011,2,2,,257,9,71,18.67,2,81.448,24.28,4,32.6,46.45,,199,46.45,14.99,32.6,0.59,32.27,
TMS18F1318P0036,2,,3,182,4,27,20.02,3,98.84,25.80,2,8.9,20.5,94,131,20.5,6.82,8.9,0.70,33.29,
TMS18F1389P0031,2,2,2,205,5,42,16.52,2,86.35,20.86,3,11.55,17.15,88,153,17.15,5.26,11.55,0.60,30.65,
TMS18F1274P0020,2,,,142,8,76,22.84,2,77.72,17.76,3,9.7,26.4,,110,26.4,9.35,9.7,0.73,35.40,
TMS18F1250P0050,2,,2,171,6,59,18.07,2,86.542,23.54,2,13.2,25.6,108,154,25.6,8.15,13.2,0.66,31.82,101
TMS18F1073P0038,2,,,,,,,,,,,,,,,,,,,,
TMS18F1313P0013,2,,3,243,10,82,25.46,2,95.72,26.10,2,37.2,50.15,192,196,50.15,18.74,37.2,0.57,37.37,
TMS18F1323P0002,2,,2,172,4,18,20.92,3,88.44,25.59,1,4.8,13.25,88,117,13.25,4.50,4.8,0.73,33.96,
TMS18F1485P0022,2,9,3,215,8,46,20.66,3,75.54,26.02,3,50.89,44.56,133,183,44.56,15.05,50.89,0.47,33.76,103
TMEB419,2,,,,,,,,,,,,,,,,,,,,
TMS18F1278P0180,2,1,,,3,31,13.34,1,,,,5.2,11.76,,,11.76,3.32,5.2,0.69,28.27,
TMS18F1040P0032,2,1,2,193,6,53,21.16,3,91.55,23.49,4,12.86,27.3,96,171,27.3,9.32,12.86,0.68,34.14,81
TMS18F1348P0113,2,1,,243,8,60,13.69,2,70.478,24.42,2,25.4,42.5,,193,42.5,12.13,25.4,0.63,28.53,138
TMS18F1318P0054,2,,,247,9,107,24.11,1,,24.86,3,25.5,36.6,,210,36.6,13.31,25.5,0.59,36.36,
IITA-TMS-IBA982101,2,,,,4,43,20.58,3,,,,16.45,21.6,,,21.6,7.28,16.45,0.57,33.71,
TMS18F1319P0061,2,2,3,202,8,40,23.07,3,89.32,32.57,2,27.25,35.55,97,170,35.55,12.65,27.25,0.57,35.57,87
IITA-TMS-IBA30572,2,2,3,205,4,28,22.73,3,93.54,,2,12.55,12.9,164,167,12.9,4.56,12.55,0.51,35.32,
TMS18F1007P0005,2,,3,221,6,54,25.29,3,93.99,23.10,2,24.1,27.5,126,148,27.5,10.24,24.1,0.53,37.25,76
TMS18F1314P0007,2,,3,193,9,57,16.26,3,86.96,30.13,2,42.15,28.47,111,187,28.47,8.67,42.15,0.40,30.47,86
TMS18F1320P0087,2,,,,,,,,,,,,,,,,,,,,
TMS18F1364P0018,2,,,241,7,86,20.80,3,76.67,24.33,3,20.5,39.6,,177,39.6,13.41,20.5,0.66,33.87,
IITA-TMS-IBA980581,2,1,,250,8,48,17.86,1,,29.81,2,17,22.21,,216,22.21,7.03,17,0.57,31.66,
TMS18F1338P0099,2,,,209,7,38,22.23,3,99.284,22.64,2,13.4,20.6,,225,20.6,7.20,13.4,0.61,34.95,
TMS18F1328P0032,2,,,175,8,49,23.70,1,,24.01,2,21.3,23.85,,169,23.85,8.60,21.3,0.53,36.05,
TMS18F1120P0006,2,,3,218,7,52,20.58,3,96.8,23.92,3,16.5,26.37,169,149,26.37,8.89,16.5,0.62,33.71,
TMS18F1092P0016,2,5,3,135,5,27,,3,105.5,26.81,2,12.6,9.45,90,136,9.45,,12.6,0.43,,93
TMS18F1424P0021,2,2,3,279,8,64,17.55,3,76.88,34.95,2,36.85,32.75,230,220,32.75,10.29,36.85,0.47,31.43,
TMS18F1364P0027,2,1,,,1,7,,2,,,,4.5,3.25,,,3.25,,4.5,0.42,,
TMS18F1209P0015,2,,3,242,8,63,18.43,3,99.254,23.07,2,15.2,29.05,213,194,29.05,9.32,15.2,0.66,32.09,
TMS18F1287P0039,2,,,145,9,77,24.11,3,85.2,29.49,2,21.24,32.75,,189,32.75,11.91,21.24,0.61,36.36,113
TMS18F1265P0030,2,,,139,3,10,,1,,,2,2,4.45,,88,4.45,,2,0.69,,
TMS18F1344P0153,2,1,3,230,9,60,21.57,3,100.3,30.92,3,34.6,37.2,191,184,37.2,12.82,34.6,0.52,34.45,
TMS18F1348P0131,2,2,,,4,31,24.41,3,69.75,,2,16.05,14.65,,193,14.65,5.36,16.05,0.48,36.58,
TMS18F1349P0157,2,,2,210,9,68,24.72,3,76.31,28.65,3,33.6,41.5,110,179,41.5,15.28,33.6,0.55,36.81,
TMS18F1347P0029,2,,,271,9,99,28.27,3,95.57,27.13,1,33.7,47.53,,216,47.53,18.76,33.7,0.59,39.48,
TMS18F1344P0100,2,,2,234,8,78,18.46,3,79.97,28.68,2,20.45,33.4,130,169,33.4,10.73,20.45,0.62,32.12,103
TMS18F1469P0062,2,1,,232,10,60,19.54,1,,23.89,3,28.45,33.45,,,33.45,11.01,28.45,0.54,32.92,
TMS18F1341P0037,2,,,250,9,63,17.06,3,91.318,23.13,3,18.85,28.76,,,28.76,8.93,18.85,0.60,31.06,
TMS18F1350P0065,2,,2,168,6,59,24.77,3,84.942,20.15,3,10.65,25.36,95,202,25.36,9.35,10.65,0.70,36.85,
IITA-TMS-IBA000070,2,,,241,9,50,21.32,2,82.86,30.01,2,27.7,47.55,,144,47.55,16.29,27.7,0.63,34.26,90
TMS18F1138P0028,2,,,189,8,66,20.59,1,,23.32,2,13.85,27.05,,195,27.05,9.12,13.85,0.66,33.72,
TMS18F1047P0049,2,1,,189,8,63,19.73,1,,17.00,3,11.64,19.2,,162,19.2,6.35,11.64,0.62,33.07,
TMS18F1348P0157,2,,3,179,9,58,24.73,3,87.01,18.70,3,17,33.25,141,158,33.25,12.24,17,0.66,36.82,
TMS18F1180P0033,2,1,2,191,5,38,19.11,2,,,,29.4,19.6,113,151,19.6,6.39,29.4,0.40,32.60,
TMS18F1319P0033,2,,3,233,10,100,24.51,2,78.04,24.67,2,24.35,32.5,113,172,32.5,11.91,24.35,0.57,36.66,86
TMS18F1042P0009,2,1,,,4,40,23.93,3,99.55,40.88,1,26.5,23,,211,23,8.33,26.5,0.46,36.23,96
TMS18F1306P0135,2,1,,,2,15,,2,,,,5.55,7.5,,,7.5,,5.55,0.57,,
TMS18F1056P0019,2,2,,,3,22,23.58,2,,,,17.2,23.29,,,23.29,8.37,17.2,0.58,35.96,
TMS18F1217P0095,2,,3,227,8,119,20.75,3,88.02,32.34,2,27.8,41.45,164,193,41.45,14.03,27.8,0.60,33.84,
TMS18F1060P0067,2,,,161,10,50,22.86,1,,18.03,3,12.9,26.55,,124,26.55,9.40,12.9,0.67,35.42,
TMS18F1163P0035,2,,2,145,9,58,15.05,2,95.84,21.29,3,12.38,49.1,57,124,49.1,14.51,12.38,0.80,29.55,57
TMS18F1047p0012,2,,3,188,10,68,21.16,3,94.96,26.53,2,16.75,29.8,148,162,29.8,10.17,16.75,0.64,34.14,
TMS18F1069P0033,2,1,3,173,9,60,24.08,3,92.25,18.28,4,16.95,24.1,135,126.4,24.1,8.76,16.95,0.59,36.34,
TMS18F1282P0049,2,,,164,5,41,22.77,1,,28.93,2,2.3,11.7,,163,11.7,4.14,2.3,0.84,35.36,
TMS18F1083P0028,2,1,,211,9,85,21.58,1,,20.27,3,13.08,33.15,,177,33.15,11.42,13.08,0.72,34.46,
TMS18F1262P0015,2,1,2,213,8,58,20.96,2,96.47,28.80,1,20.1,41.5,100,164,41.5,14.11,20.1,0.67,33.99,83
TMS18F1343P0019,2,1,,195,6,41,19.73,1,,18.02,5,10.25,13.4,,148,13.4,4.43,10.25,0.57,33.07,
TMS18F1333P0012,2,1,,225,9,48,16.54,1,,25.51,2,18.55,27.07,,153,27.07,8.30,18.55,0.59,30.67,
TMS18F1344P0133,2,,,268,9,75,22.07,1,,22.93,2,21.23,29.2,,196,29.2,10.17,21.23,0.58,34.83,
TMS18F1338P0116,2,1,2,229,8,69,22.64,2,103.84,22.99,3,19.2,28,147,178,28,9.87,19.2,0.59,35.25,
TMS18F1562P0055,2,,3,188,9,73,18.57,2,81.38,22.78,4,17.85,20.1,109,145,20.1,6.47,17.85,0.53,32.20,
TMEB419,2,1,,,3,13,23.97,1,,,,8.09,10.18,,,10.18,3.69,8.09,0.56,36.25,
TMS18F1287P0029,2,,,220,9,66,22.52,1,,21.34,2,14.75,28.65,,176,28.65,10.07,14.75,0.66,35.16,
TMS18F1179P0008,2,2,3,231,9,91,22.75,3,89.766,24.90,2,23.45,39.4,149,161,39.4,13.92,23.45,0.63,35.34,
TMS18F1377P0007,2,,,157,7,57,21.75,3,89.35,22.34,1,11.25,24.05,,166,24.05,8.32,11.25,0.68,34.59,126
IITA-TMS-IBA980581,2,4,,181,7,39,18.36,1,,28.38,2,15.2,18.15,,168,18.15,5.81,15.2,0.54,32.04,
TMS18F1165P0008,2,,,228,6,42,24.81,3,86.73,29.17,3,22.7,17.1,,199,17.1,6.31,22.7,0.43,36.88,132
TMS18F1489P0038,2,,3,203,8,65,17.62,3,87.04,30.38,3,20.14,18.95,100,153,18.95,5.97,20.14,0.48,31.48,94
TMS18F1308P0077,2,,3,211,9,68,27.44,3,80.446,29.41,2,26.2,32.45,100,155,32.45,12.61,26.2,0.55,38.86,84
TMS18F1280P0126,2,,2,158,6,32,24.25,2,94.81,20.48,2,10.25,18.25,101,131,18.25,6.65,10.25,0.64,36.46,
TMS18F1278P0068,2,2,,,3,14,19.22,2,,,,7.1,9.5,,,9.5,3.11,7.1,0.57,32.69,
TMS18F1343P0153,2,,,,4,38,23.21,3,,,,13.6,21.4,,174,21.4,7.64,13.6,0.61,35.68,
